79
4617.395 7176.384 26.51743 0
4572.848 7157.774 26.48002 0
4529.487 7139.837 26.48479 0
4505.643 7129.892 26.56251 0
4481.047 7119.629 26.482 0
4453.864 7108.299 26.50008 0
4395.594 7084.165 26.5425 1
4373.745 7074.933 26.44684 0
4333.318 7058.251 26.48177 0
4324.716 7054.649 26.46236 0
4314.381 7050.185 26.54016 0
4301.92 7045.132 26.46229 0
4293.03 7041.438 26.46399 0
4283.389 7037.471 26.48057 0
4268.286 7031.086 26.52962 0
4261.414 7028.345 26.44488 0
4254.815 7025.372 26.54258 0
4250.703 7023.313 26.52398 0
4246.775 7020.533 26.4505 0
4243.635 7017.222 26.47308 0
4240.576 7013.228 26.5461 0
4238.268 7008.683 26.48424 0
4236.561 7002.201 26.48849 0
4236.483 6995.174 26.36046 0
4238.104 6987.363 26.22411 0
4245.665 6968.553 26.36222 1
4253.577 6949.582 26.32567 0
4262.503 6928.075 26.40541 0
4275.913 6895.902 26.25298 0
4284.242 6875.934 26.30864 0
4289.947 6862.038 26.41608 0
4294.865 6850.246 26.36922 0
4301.643 6834.021 26.42175 0
4307.651 6819.739 26.42064 0
4313.346 6805.859 26.42164 0
4317.313 6796.372 26.42063 1
4321.243 6786.975 26.42164 0
4329.498 6766.223 26.42164 0
4335.963 6745.825 26.42165 0
4342.177 6743.14 26.42065 0
4347.923 6748.295 25.0348 0
4340.513 6756.497 26.56557 0
4330.722 6779.815 26.56557 0
4330.722 6779.815 26.56557 0
4322.91 6798.715 26.56557 0
4313.32 6821.779 26.56557 0
4307.346 6836.07 26.56557 0
4300.594 6852.276 26.56557 0
4295.665 6863.89 26.56557 0
4289.723 6878.408 26.56557 0
4281.35 6898.597 26.56557 0
4268.047 6930.131 26.56557 0
4259.377 6951.346 26.56557 0
4248.656 6977.067 26.56557 0
4243.466 6989.579 26.56557 0
4242.036 6997.327 26.56557 0
4242.728 7002.63 26.56557 0
4244.296 7007.289 26.56557 0
4246.833 7011.624 26.56557 0
4249.416 7014.714 26.56557 0
4253.243 7017.988 26.56557 0
4257.302 7020.202 26.56557 0
4263.44 7022.688 26.56557 0
4270.163 7025.357 26.56557 0
4285.585 7031.783 26.56557 0
4295.472 7036.034 26.56557 0
4304.171 7039.593 26.56557 0
4316.331 7044.536 26.56557 0
4326.729 7048.938 26.56557 0
4335.618 7052.712 26.56557 1
4376.119 7069.524 26.56557 0
4397.208 7078.329 26.56557 0
4456.108 7102.691 26.56557 0
4483.368 7114.13 26.56557 0
4507.878 7124.454 26.56557 0
4531.498 7134.258 26.56557 0
4575.098 7152.381 26.56557 0
4619.44 7170.728 26.56557 0
4623.21 7175.51 26.56557 0
